Zip Code XXXXX,Type,Year,Currency,Amount,Zip_Code
Zip Code 11413,Families with Children,2019,Dollars,92703,11413
Zip Code 11413,Families,2019,Dollars,99229,11413
Zip Code 11413,Families without Children,2019,Dollars,102446,11413
Zip Code 11414,Families with Children,2019,Dollars,91742,11414
Zip Code 11414,Families with Children,2017,Dollars,94195.91967,11414
Zip Code 11414,Families,2019,Dollars,89181,11414
Zip Code 11414,Families with Children,2018,Dollars,89018.12061,11414
Zip Code 11414,Families,2017,Dollars,88948.9072,11414
Zip Code 11414,Families without Children,2019,Dollars,86996,11414
Zip Code 11414,Families without Children,2017,Dollars,86290.4626,11414
Zip Code 11414,Families,2018,Dollars,87971.4954,11414
Zip Code 11414,Families without Children,2018,Dollars,86093.06787,11414
Zip Code 11414,All Households,2018,Dollars,72946.11141,11414
Zip Code 11414,All Households,2017,Dollars,75750.54848,11414
Zip Code 11414,All Households,2019,Dollars,75471,11414
Zip Code 11415,Families with Children,2017,Dollars,73966.08449,11415
Zip Code 11415,All Households,2019,Dollars,70900,11415
Zip Code 11415,All Households,2018,Dollars,69531.34397,11415
Zip Code 11415,All Households,2017,Dollars,68813.97922,11415
Zip Code 11415,Families with Children,2018,Dollars,85490.34208,11415
Zip Code 11415,Families,2019,Dollars,86948,11415
Zip Code 11415,Families without Children,2017,Dollars,87047.63435,11415
Zip Code 11415,Families,2017,Dollars,79478.00277,11415
Zip Code 11415,Families,2018,Dollars,79040.56517,11415
Zip Code 11415,Families without Children,2018,Dollars,77348.45322,11415
Zip Code 11415,Families without Children,2019,Dollars,76979,11415
Zip Code 11415,Families with Children,2019,Dollars,109130,11415
Zip Code 11416,Families without Children,2017,Dollars,78060.65235,11416
Zip Code 11416,Families without Children,2018,Dollars,82200.80314,11416
Zip Code 11416,Families without Children,2019,Dollars,81333,11416
Zip Code 11416,All Households,2018,Dollars,68683.25176,11416
Zip Code 11416,Families,2018,Dollars,71983.98999,11416
Zip Code 11416,All Households,2019,Dollars,73370,11416
Zip Code 11416,Families,2019,Dollars,75471,11416
Zip Code 11416,Families,2017,Dollars,65118.85596,11416
Zip Code 11416,All Households,2017,Dollars,63916.35042,11416
Zip Code 11416,Families with Children,2018,Dollars,58505.1271,11416
Zip Code 11416,Families with Children,2019,Dollars,60061,11416
Zip Code 11416,Families with Children,2017,Dollars,54368.2687,11416
Zip Code 11417,All Households,2018,Dollars,74754.2888,11417
Zip Code 11417,All Households,2017,Dollars,72994.06787,11417
Zip Code 11417,Families with Children,2018,Dollars,73426.66306,11417
Zip Code 11417,Families with Children,2017,Dollars,69150.84765,11417
Zip Code 11417,Families with Children,2019,Dollars,70104,11417
Zip Code 11417,Families without Children,2017,Dollars,80362.41274,11417
Zip Code 11417,Families,2018,Dollars,80051.55625,11417
Zip Code 11417,All Households,2019,Dollars,76868,11417
Zip Code 11417,Families,2017,Dollars,77356.67036,11417
Zip Code 11417,Families,2019,Dollars,85046,11417
Zip Code 11417,Families without Children,2018,Dollars,85014.88102,11417
Zip Code 11417,Families without Children,2019,Dollars,93378,11417
Zip Code 11418,All Households,2017,Dollars,69879.86011,11418
Zip Code 11418,Families,2017,Dollars,69201.95152,11418
Zip Code 11418,All Households,2019,Dollars,68920,11418
Zip Code 11418,Families,2018,Dollars,67374.97025,11418
Zip Code 11418,All Households,2018,Dollars,67776.10871,11418
Zip Code 11418,Families,2019,Dollars,72047,11418
Zip Code 11418,Families without Children,2018,Dollars,74577.13629,11418
Zip Code 11418,Families without Children,2017,Dollars,75783.92244,11418
Zip Code 11418,Families without Children,2019,Dollars,76121,11418
Zip Code 11418,Families with Children,2019,Dollars,65565,11418
Zip Code 11418,Families with Children,2017,Dollars,61885.75346,11418
Zip Code 11418,Families with Children,2018,Dollars,61203.13953,11418
Zip Code 11419,Families with Children,2018,Dollars,61825.20957,11419
Zip Code 11419,Families with Children,2017,Dollars,60529.93629,11419
Zip Code 11419,All Households,2019,Dollars,75835,11419
Zip Code 11419,Families,2018,Dollars,74317.51622,11419
Zip Code 11419,All Households,2018,Dollars,72166.2331,11419
Zip Code 11419,Families with Children,2019,Dollars,67548,11419
Zip Code 11419,All Households,2017,Dollars,68532.38643,11419
Zip Code 11419,Families,2017,Dollars,70491.02078,11419
Zip Code 11419,Families without Children,2019,Dollars,87696,11419
Zip Code 11419,Families without Children,2017,Dollars,78015.80609,11419
Zip Code 11419,Families,2019,Dollars,79508,11419
Zip Code 11419,Families without Children,2018,Dollars,83265.75446,11419
Zip Code 11420,Families,2019,Dollars,82528,11420
Zip Code 11420,Families without Children,2017,Dollars,79973.39751,11420
Zip Code 11420,Families without Children,2018,Dollars,80129.95133,11420
Zip Code 11420,All Households,2019,Dollars,79273,11420
Zip Code 11420,Families without Children,2019,Dollars,88871,11420
Zip Code 11420,Families with Children,2019,Dollars,70540,11420
Zip Code 11420,All Households,2017,Dollars,69063.241,11420
Zip Code 11420,All Households,2018,Dollars,69162.78529,11420
Zip Code 11420,Families,2018,Dollars,74196.36019,11420
Zip Code 11420,Families,2017,Dollars,73440.4446,11420
Zip Code 11420,Families with Children,2018,Dollars,63597.75284,11420
Zip Code 11420,Families with Children,2017,Dollars,63941.38089,11420
Zip Code 11421,Families with Children,2019,Dollars,72021,11421
Zip Code 11421,All Households,2017,Dollars,72017.8795,11421
Zip Code 11421,All Households,2018,Dollars,73371.68469,11421
Zip Code 11421,All Households,2019,Dollars,73107,11421
Zip Code 11421,Families with Children,2018,Dollars,71640.88426,11421
Zip Code 11421,Families with Children,2017,Dollars,70805.98753,11421
Zip Code 11421,Families without Children,2018,Dollars,83358.40319,11421
Zip Code 11421,Families without Children,2019,Dollars,83675,11421
Zip Code 11421,Families,2018,Dollars,78429.69443,11421
Zip Code 11421,Families,2019,Dollars,78779,11421
Zip Code 11421,Families,2017,Dollars,77823.90582,11421
Zip Code 11421,Families without Children,2017,Dollars,81614.97922,11421
Zip Code 11422,Families with Children,2017,Dollars,88860.25762,11422
Zip Code 11422,Families with Children,2019,Dollars,89972,11422
Zip Code 11422,All Households,2019,Dollars,88130,11422
Zip Code 11422,Families without Children,2019,Dollars,94028,11422
Zip Code 11422,Families with Children,2018,Dollars,94703.29097,11422
Zip Code 11422,Families,2019,Dollars,92304,11422
Zip Code 11422,All Households,2017,Dollars,90731.28532,11422
Zip Code 11422,All Households,2018,Dollars,90851.75095,11422
Zip Code 11422,Families,2018,Dollars,97122.3391,11422
Zip Code 11422,Families without Children,2018,Dollars,98525.30557,11422
Zip Code 11422,Families,2017,Dollars,98920.42105,11422
Zip Code 11422,Families without Children,2017,Dollars,101037.5817,11422
Zip Code 11423,Families without Children,2018,Dollars,92369.76474,11423
Zip Code 11423,Families without Children,2017,Dollars,91691.82964,11423
Zip Code 11423,Families without Children,2019,Dollars,88560,11423
Zip Code 11423,Families,2018,Dollars,84225.83964,11423
Zip Code 11423,Families,2019,Dollars,82156,11423
Zip Code 11423,Families,2017,Dollars,80214.31579,11423
Zip Code 11423,Families with Children,2018,Dollars,76848.55733,11423
Zip Code 11423,All Households,2017,Dollars,69308.33102,11423
Zip Code 11423,Families with Children,2017,Dollars,67250.61773,11423
Zip Code 11423,All Households,2019,Dollars,71194,11423
Zip Code 11423,All Households,2018,Dollars,71539.07247,11423
Zip Code 11423,Families with Children,2019,Dollars,74429,11423
Zip Code 11426,All Households,2018,Dollars,90411.92401,11426
Zip Code 11426,All Households,2017,Dollars,86955.85596,11426
Zip Code 11426,All Households,2019,Dollars,98987,11426
Zip Code 11426,Families,2018,Dollars,103512.0471,11426
Zip Code 11426,Families with Children,2018,Dollars,102269.9432,11426
Zip Code 11426,Families without Children,2017,Dollars,103921.3006,11426
Zip Code 11426,Families without Children,2018,Dollars,104391.7009,11426
Zip Code 11426,Families,2017,Dollars,104524.1177,11426
Zip Code 11426,Families with Children,2017,Dollars,105036.1994,11426
Zip Code 11426,Families with Children,2019,Dollars,114034,11426
Zip Code 11426,Families,2019,Dollars,115136,11426
Zip Code 11426,Families without Children,2019,Dollars,115602,11426
Zip Code 11427,Families without Children,2018,Dollars,92166.14116,11427
Zip Code 11427,Families with Children,2019,Dollars,94575,11427
Zip Code 11427,Families,2017,Dollars,94415.97922,11427
Zip Code 11427,Families with Children,2018,Dollars,94110.74635,11427
Zip Code 11427,Families without Children,2017,Dollars,93920.58449,11427
Zip Code 11427,Families,2018,Dollars,92956.20065,11427
Zip Code 11427,Families without Children,2019,Dollars,97409,11427
Zip Code 11427,Families with Children,2017,Dollars,95435.97091,11427
Zip Code 11427,Families,2019,Dollars,96292,11427
Zip Code 11427,All Households,2019,Dollars,79385,11427
Zip Code 11427,All Households,2017,Dollars,76002.93906,11427
Zip Code 11427,All Households,2018,Dollars,75932.25122,11427
Zip Code 11428,Families with Children,2018,Dollars,75790.73283,11428
Zip Code 11428,Families with Children,2017,Dollars,75448.09695,11428
Zip Code 11428,All Households,2017,Dollars,74739.94321,11428
Zip Code 11428,All Households,2018,Dollars,75034.27123,11428
Zip Code 11428,Families,2017,Dollars,79691.80471,11428
Zip Code 11428,Families with Children,2019,Dollars,79250,11428
Zip Code 11428,All Households,2019,Dollars,78368,11428
Zip Code 11428,Families,2018,Dollars,82297.52434,11428
Zip Code 11428,Families without Children,2018,Dollars,87535.74094,11428
Zip Code 11428,Families without Children,2019,Dollars,90433,11428
Zip Code 11428,Families,2019,Dollars,88320,11428
Zip Code 11428,Families without Children,2017,Dollars,84054.4072,11428
Zip Code 11429,All Households,2017,Dollars,83918.82548,11429
Zip Code 11429,All Households,2018,Dollars,84748.13413,11429
Zip Code 11429,All Households,2019,Dollars,88300,11429
Zip Code 11429,Families with Children,2019,Dollars,88531,11429
Zip Code 11429,Families with Children,2018,Dollars,80540.25284,11429
Zip Code 11429,Families with Children,2017,Dollars,72065.85457,11429
Zip Code 11429,Families without Children,2018,Dollars,97371.77799,11429
Zip Code 11429,Families without Children,2017,Dollars,97471.78255,11429
Zip Code 11429,Families,2019,Dollars,97941,11429
Zip Code 11429,Families,2018,Dollars,92957.21877,11429
Zip Code 11429,Families,2017,Dollars,91206.86427,11429
Zip Code 11429,Families without Children,2019,Dollars,100052,11429
Zip Code 11432,Families without Children,2018,Dollars,73173.1517,11432
Zip Code 11432,Families,2019,Dollars,67198,11432
Zip Code 11432,Families without Children,2017,Dollars,69900.71884,11432
Zip Code 11432,Families without Children,2019,Dollars,79468,11432
Zip Code 11432,All Households,2019,Dollars,62148,11432
Zip Code 11432,Families,2018,Dollars,60999.51595,11432
Zip Code 11432,Families,2017,Dollars,58531.67036,11432
Zip Code 11432,All Households,2018,Dollars,56918.89941,11432
Zip Code 11432,Families with Children,2018,Dollars,52997.10925,11432
Zip Code 11432,All Households,2017,Dollars,55249.54986,11432
Zip Code 11432,Families with Children,2019,Dollars,55290,11432
Zip Code 11432,Families with Children,2017,Dollars,50867.13158,11432
Zip Code 11433,All Households,2017,Dollars,50890.07618,11433
Zip Code 11433,All Households,2018,Dollars,52454.45241,11433
Zip Code 11433,All Households,2019,Dollars,54253,11433
Zip Code 11433,Families with Children,2018,Dollars,58910.33802,11433
Zip Code 11433,Families with Children,2017,Dollars,60451.71607,11433
Zip Code 11433,Families,2017,Dollars,60723.92244,11433
Zip Code 11433,Families without Children,2017,Dollars,61083.73546,11433
Zip Code 11433,Families with Children,2019,Dollars,61544,11433
Zip Code 11433,Families,2018,Dollars,62504.29421,11433
Zip Code 11433,Families,2019,Dollars,65591,11433
Zip Code 11433,Families without Children,2018,Dollars,64955.92212,11433
Zip Code 11433,Families without Children,2019,Dollars,68725,11433
Zip Code 11434,Families with Children,2017,Dollars,75267.66898,11434
Zip Code 11434,Families with Children,2018,Dollars,74181.08843,11434
Zip Code 11434,Families,2018,Dollars,78547.79611,11434
Zip Code 11434,Families with Children,2019,Dollars,76721,11434
Zip Code 11434,Families,2017,Dollars,77877.09557,11434
Zip Code 11434,Families,2019,Dollars,81641,11434
Zip Code 11434,Families without Children,2017,Dollars,81744.30332,11434
Zip Code 11434,Families without Children,2019,Dollars,85763,11434
Zip Code 11434,Families without Children,2018,Dollars,84499.71336,11434
Zip Code 11434,All Households,2019,Dollars,64087,11434
Zip Code 11434,All Households,2018,Dollars,63334.0603,11434
Zip Code 11434,All Households,2017,Dollars,63308.31856,11434
Zip Code 11435,All Households,2017,Dollars,62091.21191,11435
Zip Code 11435,Families,2017,Dollars,64868.55125,11435
Zip Code 11435,All Households,2018,Dollars,65247.10384,11435
Zip Code 11435,Families with Children,2019,Dollars,55066,11435
Zip Code 11435,Families with Children,2018,Dollars,50627.94889,11435
Zip Code 11435,Families with Children,2017,Dollars,48673.83657,11435
Zip Code 11435,Families without Children,2019,Dollars,84334,11435
Zip Code 11435,Families without Children,2018,Dollars,81791.51974,11435
Zip Code 11435,Families without Children,2017,Dollars,79037.88366,11435
Zip Code 11435,Families,2019,Dollars,70354,11435
Zip Code 11435,Families,2018,Dollars,67911.51839,11435
Zip Code 11435,All Households,2019,Dollars,66137,11435
Zip Code 11436,Families with Children,2017,Dollars,66462.15789,11436
Zip Code 11436,Families with Children,2018,Dollars,69034.50243,11436
Zip Code 11436,All Households,2019,Dollars,75222,11436
Zip Code 11436,All Households,2017,Dollars,72232.72438,11436
Zip Code 11436,Families,2018,Dollars,79201.4278,11436
Zip Code 11436,Families,2017,Dollars,77737.34211,11436
Zip Code 11436,All Households,2018,Dollars,76605.22715,11436
Zip Code 11436,Families without Children,2017,Dollars,82701.71884,11436
Zip Code 11436,Families,2019,Dollars,79740,11436
Zip Code 11436,Families without Children,2018,Dollars,84457.97052,11436
Zip Code 11436,Families without Children,2019,Dollars,84737,11436
Zip Code 11436,Families with Children,2019,Dollars,63969,11436
Zip Code 11691,Families without Children,2019,Dollars,64441,11691
Zip Code 11691,Families without Children,2018,Dollars,63145.70849,11691
Zip Code 11691,Families,2019,Dollars,61360,11691
Zip Code 11691,Families without Children,2017,Dollars,60090.86011,11691
Zip Code 11691,Families with Children,2019,Dollars,60325,11691
Zip Code 11691,Families,2018,Dollars,59469.28475,11691
Zip Code 11691,Families with Children,2018,Dollars,56863.92104,11691
Zip Code 11691,Families,2017,Dollars,57673.3338,11691
Zip Code 11691,All Households,2019,Dollars,50267,11691
Zip Code 11691,All Households,2018,Dollars,46983.0868,11691
Zip Code 11691,All Households,2017,Dollars,44255.95845,11691
Zip Code 11691,Families with Children,2017,Dollars,53980.2964,11691
Zip Code 11692,Families without Children,2017,Dollars,53325.33241,11692
Zip Code 11692,Families without Children,2018,Dollars,50834.62683,11692
Zip Code 11692,All Households,2018,Dollars,44821.6225,11692
Zip Code 11692,Families with Children,2019,Dollars,42614,11692
Zip Code 11692,All Households,2019,Dollars,46819,11692
Zip Code 11692,Families,2019,Dollars,50516,11692
Zip Code 11692,Families,2017,Dollars,49517.57202,11692
Zip Code 11692,Families,2018,Dollars,48391.14386,11692
Zip Code 11692,All Households,2017,Dollars,47783.16898,11692
Zip Code 11692,Families without Children,2019,Dollars,57188,11692
Zip Code 11692,Families with Children,2017,Dollars,42039.71884,11692
Zip Code 11692,Families with Children,2018,Dollars,41260.24608,11692
Zip Code 11693,Families with Children,2018,Dollars,60133.09762,11693
Zip Code 11693,All Households,2017,Dollars,59909.3892,11693
Zip Code 11693,All Households,2018,Dollars,60507.76501,11693
Zip Code 11693,All Households,2019,Dollars,60569,11693
Zip Code 11693,Families with Children,2019,Dollars,62188,11693
Zip Code 11693,Families without Children,2017,Dollars,71461.99446,11693
Zip Code 11693,Families,2017,Dollars,71188.74515,11693
Zip Code 11693,Families without Children,2018,Dollars,71796.6563,11693
Zip Code 11693,Families with Children,2017,Dollars,70738.19668,11693
Zip Code 11693,Families,2018,Dollars,69770.60168,11693
Zip Code 11693,Families,2019,Dollars,66250,11693
Zip Code 11693,Families without Children,2019,Dollars,67741,11693
Zip Code 11694,All Households,2019,Dollars,84485,11694
Zip Code 11694,All Households,2017,Dollars,80876.58033,11694
Zip Code 11694,All Households,2018,Dollars,82443.1152,11694
Zip Code 11694,Families,2017,Dollars,109098.4363,11694
Zip Code 11694,Families without Children,2018,Dollars,109420.1852,11694
Zip Code 11694,Families,2019,Dollars,111046,11694
Zip Code 11694,Families without Children,2019,Dollars,107721,11694
Zip Code 11694,Families without Children,2017,Dollars,107357.7756,11694
Zip Code 11694,Families with Children,2017,Dollars,120289.1427,11694
Zip Code 11694,Families with Children,2018,Dollars,120489.1631,11694
Zip Code 11694,Families with Children,2019,Dollars,120943,11694
Zip Code 11694,Families,2018,Dollars,112470.4665,11694
Zip Code 11697,Families,2017,Dollars,116977.8199,11697
Zip Code 11697,Families without Children,2019,Dollars,115000,11697
Zip Code 11697,Families,2018,Dollars,131167.1836,11697
Zip Code 11697,Families,2019,Dollars,123438,11697
Zip Code 11697,Families with Children,2018,Dollars,189755.7964,11697
Zip Code 11697,Families with Children,2019,Dollars,189400,11697
Zip Code 11697,Families with Children,2017,Dollars,186424.8615,11697
Zip Code 11697,Families without Children,2018,Dollars,107920.4976,11697
Zip Code 11697,All Households,2019,Dollars,105750,11697
Zip Code 11697,All Households,2018,Dollars,105456.6522,11697
Zip Code 11697,All Households,2017,Dollars,104076.6981,11697
Zip Code 11697,Families without Children,2017,Dollars,98210.18144,11697
